,longitude,latitude,neigh,room_type,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable
1004,-82.46541,35.5436,C,Entire home/apt,16,4.0,8.0,575.0,3,57,4.93,True
1005,-82.50538,35.62119,E,Entire home/apt,2,1.0,1.0,95.0,2,48,5.0,False
1006,-82.54097,35.56513,C,Entire home/apt,2,1.0,1.0,135.0,3,50,4.98,False
1007,-82.57105,35.60286,B,Private room,2,1.0,1.0,64.0,2,156,4.88,False
1008,-82.47641,35.54305,C,Entire home/apt,5,3.0,3.0,185.0,3,14,4.93,False
1009,-82.55302,35.59566,B,Entire home/apt,11,4.0,5.0,975.0,2,90,4.92,False
1010,-82.60001,35.54427,A,Entire home/apt,2,1.0,1.0,112.0,2,162,4.95,True
1011,-82.5673,35.60236,B,Private room,2,1.0,1.0,86.0,3,35,4.97,True
1012,-82.59527,35.57242,A,Entire home/apt,2,1.0,1.0,122.0,1,25,4.96,False
1013,-82.55463,35.60904,B,Entire home/apt,4,1.0,1.0,146.0,2,152,4.94,False
1014,-82.61831,35.57873,A,Entire home/apt,3,1.0,2.0,78.0,2,91,4.87,True
1015,-82.55676,35.60332,B,Entire home/apt,4,2.0,2.0,273.0,1,184,4.97,False
1016,-82.56134,35.58345,B,Entire home/apt,3,1.0,1.0,141.0,2,57,4.79,True
1017,-82.55591,35.59229,B,Entire home/apt,2,1.0,1.0,261.0,2,116,4.97,True
1018,-82.50292,35.60103,E,Entire home/apt,3,1.0,1.0,133.0,1,22,5.0,False
1019,-82.55124,35.60554,B,Private room,2,1.0,1.0,106.0,1,7,5.0,False
1020,-82.61668,35.50327,A,Entire home/apt,10,4.0,6.0,400.0,2,66,4.94,True
1021,-82.50237,35.44403,H,Entire home/apt,4,2.0,2.0,82.0,2,94,4.68,False
1022,-82.50089,35.55626,C,Entire home/apt,2,1.0,1.0,97.0,2,260,4.98,True
1023,-82.49737,35.4547,F,Entire home/apt,2,,1.0,93.0,2,317,4.98,True
1024,-82.48534,35.50406,C,Entire home/apt,16,7.0,7.0,1175.0,3,41,4.93,False
1025,-82.59903,35.58474,A,Entire home/apt,2,1.0,1.0,98.0,1,214,4.94,True
1026,-82.46518,35.63197,E,Entire home/apt,2,1.0,1.0,103.0,1,186,4.99,True
1027,-82.65884,35.51346,G,Entire home/apt,5,2.0,2.0,246.0,1,86,5.0,True
1028,-82.50415,35.55027,C,Entire home/apt,6,3.0,5.0,210.0,2,162,4.87,False
1029,-82.5597,35.60884,B,Entire home/apt,4,1.0,2.0,101.0,2,62,4.92,True
1030,-82.55232,35.59556,B,Entire home/apt,2,1.0,1.0,264.0,2,279,4.97,False
1031,-82.64973,35.61449,A,Private room,2,1.0,1.0,81.0,2,34,5.0,False
1032,-82.56795,35.59066,B,Entire home/apt,2,1.0,1.0,124.0,2,162,4.99,True
1033,-82.55682,35.60325,B,Entire home/apt,4,2.0,2.0,236.0,1,131,4.97,False
1034,-82.57122,35.60299,B,Private room,2,1.0,2.0,68.0,2,146,4.88,False
1035,-82.61716,35.61344,A,Entire home/apt,6,2.0,3.0,300.0,2,73,4.85,True
1036,-82.48704,35.60588,E,Entire home/apt,6,2.0,2.0,160.0,2,297,5.0,True
1037,-82.49833,35.43505,H,Entire home/apt,10,3.0,6.0,296.0,2,81,4.98,False
1038,-82.55283,35.58646,B,Entire home/apt,6,2.0,4.0,481.0,1,110,4.95,True
1039,-82.48016,35.6547,E,Entire home/apt,6,3.0,4.0,292.0,3,62,5.0,True
1040,-82.556,35.59167,B,Entire home/apt,4,1.0,2.0,252.0,1,112,4.82,True
1041,-82.55753,35.59282,B,Entire home/apt,8,3.0,4.0,538.0,1,56,4.8,True
1042,-82.55714,35.59343,B,Entire home/apt,4,1.0,2.0,302.0,1,83,4.89,True
1043,-82.55563,35.59142,B,Entire home/apt,6,2.0,3.0,266.0,1,63,4.81,True
1044,-82.55633,35.59161,B,Entire home/apt,6,2.0,3.0,366.0,1,90,4.82,True
1045,-82.55706,35.59286,B,Entire home/apt,6,2.0,3.0,381.0,1,95,4.87,True
1046,-82.55777,35.59164,B,Entire home/apt,6,2.0,3.0,324.0,1,48,4.73,True
1047,-82.55785,35.59288,B,Entire home/apt,6,2.0,3.0,295.0,1,87,4.82,True
1048,-82.5573,35.59328,B,Entire home/apt,8,3.0,4.0,552.0,1,61,4.79,True
1049,-82.55573,35.5932,B,Entire home/apt,8,3.0,4.0,581.0,1,81,4.84,True
1050,-82.55774,35.59187,B,Entire home/apt,6,2.0,3.0,324.0,1,39,4.79,True
1051,-82.49794,35.58141,E,Entire home/apt,4,1.0,2.0,112.0,2,55,4.96,True
1052,-82.53331,35.62425,D,Entire home/apt,2,1.0,1.0,170.0,2,0,,False
1053,-82.56386,35.60447,B,Entire home/apt,4,2.0,3.0,200.0,30,9,5.0,True
1054,-82.55826,35.59791,B,Entire home/apt,6,2.0,2.0,356.0,2,284,5.0,False
1055,-82.55833,35.59808,B,Entire home/apt,6,2.0,3.0,305.0,2,270,4.99,False
1056,-82.54291,35.5484,C,Entire home/apt,8,4.0,5.0,394.0,2,144,4.83,True
1057,-82.55391,35.59719,B,Entire home/apt,5,2.0,3.0,302.0,2,53,4.81,True
1058,-82.55304,35.59164,B,Entire home/apt,7,3.0,5.0,624.0,2,49,5.0,True
1059,-82.54192,35.62726,D,Entire home/apt,2,1.0,1.0,125.0,1,393,4.99,True
1060,-82.5284,35.55538,C,Entire home/apt,8,2.0,6.0,402.0,2,84,5.0,False
1061,-82.67071,35.52842,G,Entire home/apt,2,1.0,1.0,62.0,1,263,4.98,True
1062,-82.61268,35.51061,A,Private room,2,1.0,1.0,90.0,1,119,4.96,True
1063,-82.56291,35.63076,D,Entire home/apt,4,2.0,3.0,85.0,30,8,5.0,False
1064,-82.47896,35.51718,C,Entire home/apt,7,3.0,4.0,209.0,1,51,4.88,True
1066,-82.55772,35.59367,B,Entire home/apt,6,2.0,3.0,650.0,1,41,4.85,True
1067,-82.57412,35.64355,D,Entire home/apt,8,4.0,5.0,422.0,3,31,4.94,False
1068,-82.65061,35.549,G,Entire home/apt,4,2.0,2.0,130.0,3,11,4.82,False
1069,-82.56243,35.60867,B,Entire home/apt,4,1.0,1.0,140.0,1,55,4.87,True
1070,-82.48383,35.52501,C,Entire home/apt,10,4.0,6.0,388.0,3,18,5.0,False
1071,-82.57942,35.63342,D,Entire home/apt,6,2.0,3.0,166.0,1,192,4.82,False
1072,-82.50061,35.46993,F,Entire home/apt,2,1.0,1.0,159.0,1,116,4.77,False
1073,-82.55642,35.59162,B,Entire home/apt,4,1.0,2.0,252.0,1,92,4.87,True
1074,-82.55631,35.59152,B,Entire home/apt,6,2.0,3.0,281.0,1,73,4.66,True
1075,-82.55565,35.59153,B,Entire home/apt,4,2.0,2.0,381.0,1,71,4.94,True
1076,-82.54338,35.58325,E,Private room,1,1.0,2.0,150.0,2,3,5.0,True
1077,-82.62199,35.58803,A,Entire home/apt,4,,1.0,145.0,2,229,4.91,True
1078,-82.60038,35.58207,A,Private room,2,1.0,1.0,65.0,1,70,4.99,True
1079,-82.61756,35.53291,A,Entire home/apt,6,3.0,3.0,255.0,3,67,4.91,False
1080,-82.47818,35.60629,E,Entire home/apt,4,1.0,2.0,96.0,2,200,4.95,False
1081,-82.50277,35.55694,C,Entire home/apt,6,3.0,3.0,155.0,2,234,4.92,False
1082,-82.49733,35.59136,E,Private room,4,2.0,2.0,78.0,1,191,4.92,True
1083,-82.46895,35.51748,C,Private room,2,1.0,1.0,136.0,2,5,5.0,True
1084,-82.55577,35.5976,B,Entire home/apt,2,1.0,1.0,160.0,2,155,4.93,False
1085,-82.64518,35.592541,A,Entire home/apt,2,1.0,1.0,121.0,2,74,4.97,True
1086,-82.49727,35.45434,F,Entire home/apt,8,3.0,4.0,174.0,2,46,4.83,True
1087,-82.55783,35.59164,B,Entire home/apt,6,2.0,3.0,281.0,1,124,4.79,True
1088,-82.46871,35.59242,E,Entire home/apt,4,1.0,1.0,145.0,3,61,4.98,True
1089,-82.46862,35.55449,C,Entire home/apt,7,3.0,3.0,529.0,3,65,4.89,False
1090,-82.66577,35.56212,G,Entire home/apt,8,3.0,4.0,267.0,2,53,4.77,False
1091,-82.50186,35.49371,C,Entire home/apt,14,3.0,5.0,198.0,1,217,4.93,True
1092,-82.50715,35.42726,H,Entire home/apt,6,3.0,3.0,121.0,2,31,4.65,True
1093,-82.4808,35.54605,C,Entire home/apt,6,3.0,4.0,175.0,2,214,4.86,False
1094,-82.52961,35.56647,C,Entire home/apt,2,,1.0,109.0,1,393,4.96,True
1096,-82.47399,35.63017,E,Entire home/apt,6,3.0,3.0,218.0,2,169,4.99,False
1097,-82.57168,35.4904,F,Entire home/apt,4,1.0,2.0,219.0,1,5,4.4,True
1098,-82.57367,35.49165,F,Entire home/apt,4,1.0,2.0,189.0,1,0,,True
1099,-82.57394,35.49002,F,Entire home/apt,4,1.0,2.0,189.0,1,1,5.0,True
1100,-82.57355,35.49031,F,Entire home/apt,4,1.0,2.0,219.0,1,2,5.0,True
1101,-82.57363,35.49182,F,Entire home/apt,4,1.0,1.0,189.0,1,0,,True
1102,-82.57344,35.49219,F,Entire home/apt,4,1.0,2.0,209.0,1,2,5.0,True
1103,-82.57398,35.49,F,Entire home/apt,2,1.0,1.0,169.0,1,1,5.0,True
1104,-82.55628,35.59182,B,Entire home/apt,6,2.0,2.0,381.0,1,58,4.95,True
1105,-82.57863,35.6255,D,Entire home/apt,2,1.0,1.0,99.0,2,51,4.9,False
1106,-82.54127,35.62262,D,Entire home/apt,2,,2.0,175.0,2,37,5.0,False
1107,-82.52618,35.65152,D,Entire home/apt,2,,1.0,125.0,2,154,4.88,False
1108,-82.55614,35.61971,D,Entire home/apt,3,1.0,1.0,175.0,1,422,4.99,True
1109,-82.47681,35.48999,C,Entire home/apt,6,2.0,3.0,288.0,2,38,5.0,True
1110,-82.53083,35.62487,D,Entire home/apt,8,3.0,4.0,300.0,3,44,4.91,False
1111,-82.55176,35.60689,B,Entire home/apt,5,3.0,3.0,189.0,1,259,4.9,False
1112,-82.5264,35.62517,D,Entire home/apt,2,1.0,1.0,285.0,3,136,5.0,False
1113,-82.51769,35.53149,C,Private room,2,1.0,1.0,77.0,2,9,5.0,False
1114,-82.57841,35.63241,D,Entire home/apt,8,3.0,4.0,197.0,1,181,4.87,True
1115,-82.52088,35.56195,C,Entire home/apt,2,1.0,2.0,77.0,1,58,4.93,True
1116,-82.47892,35.49116,C,Entire home/apt,6,2.0,3.0,256.0,2,44,5.0,True
1117,-82.55799,35.59976,B,Entire home/apt,4,1.0,2.0,120.0,2,213,4.97,True
1118,-82.66123,35.50748,G,Entire home/apt,6,3.0,4.0,214.0,2,48,4.94,True
1119,-82.57892,35.62405,D,Entire home/apt,6,3.0,4.0,219.0,2,2,5.0,False
1120,-82.59658,35.63808,D,Entire home/apt,6,3.0,3.0,145.0,1,305,4.7,True
1121,-82.64858,35.55431,G,Entire home/apt,2,1.0,1.0,97.0,1,213,4.95,False
1122,-82.59454,35.5656,A,Entire home/apt,6,2.0,3.0,186.0,2,72,4.9,False
1123,-82.6161,35.54664,A,Entire home/apt,6,2.0,2.0,154.0,2,87,4.98,False
1124,-82.66028,35.56061,G,Entire home/apt,10,4.0,4.0,185.0,2,83,4.81,True
1125,-82.59357,35.59677,A,Entire home/apt,4,2.0,2.0,163.0,2,107,4.91,True
1126,-82.51004,35.55213,C,Entire home/apt,6,3.0,4.0,281.0,2,79,4.96,True
1127,-82.54696,35.62039,B,Private room,2,1.0,1.0,295.0,3,58,4.95,False
1128,-82.48511,35.45009,H,Entire home/apt,4,2.0,2.0,264.0,2,165,4.95,True
1129,-82.53648,35.57572,C,Entire home/apt,2,1.0,1.0,70.0,29,7,4.86,True
1130,-82.49888,35.63318,D,Entire home/apt,8,4.0,5.0,300.0,2,20,4.9,True
1131,-82.57398,35.5867,A,Entire home/apt,4,2.0,2.0,185.0,3,98,4.85,True
1132,-82.56993,35.58635,A,Entire home/apt,4,2.0,2.0,205.0,2,173,4.87,False
1134,-82.55754,35.59306,B,Entire home/apt,4,1.0,2.0,206.0,1,84,4.82,True
1135,-82.5578,35.59225,B,Entire home/apt,4,1.0,2.0,274.0,1,62,4.87,True
1136,-82.55757,35.59226,B,Entire home/apt,4,1.0,2.0,252.0,1,89,4.85,True
1137,-82.55574,35.59148,B,Entire home/apt,4,1.0,2.0,252.0,1,95,4.72,True
1138,-82.53085,35.62442,D,Entire home/apt,5,2.0,3.0,171.0,3,37,4.86,False
1139,-82.51646,35.47938,F,Entire home/apt,10,4.0,4.0,410.0,3,10,5.0,False
1140,-82.60096,35.60237,A,Entire home/apt,6,2.0,3.0,168.0,2,90,4.98,True
1141,-82.56958,35.58515,A,Entire home/apt,4,2.0,2.0,231.0,2,148,4.89,False
1142,-82.62352,35.46262,F,Entire home/apt,7,3.0,4.0,179.0,3,32,4.94,False
1143,-82.59155,35.59369,A,Entire home/apt,7,2.0,3.0,205.0,1,249,4.92,False
1144,-82.60454,35.64024,D,Entire home/apt,2,1.0,1.0,87.0,2,64,4.95,False
1145,-82.5591,35.62273,D,Entire home/apt,3,1.0,2.0,96.0,1,273,4.92,True
1146,-82.52143,35.56466,C,Entire home/apt,3,1.0,2.0,82.0,1,222,4.94,True
1147,-82.56904,35.58478,A,Entire home/apt,4,2.0,2.0,230.0,2,148,4.95,False
1148,-82.56402,35.58983,B,Entire home/apt,5,2.0,2.0,115.0,2,106,4.96,True
1149,-82.50767,35.55267,C,Entire home/apt,6,3.0,3.0,225.0,2,18,4.72,True
1150,-82.55008,35.63008,D,Entire home/apt,4,1.0,2.0,364.0,1,259,4.98,True
1151,-82.5767,35.58533,A,Entire home/apt,4,1.0,2.0,164.0,2,212,4.99,False
1152,-82.50447,35.55218,C,Entire home/apt,4,2.0,2.0,200.0,2,13,4.77,False
1153,-82.5505,35.62972,D,Entire home/apt,4,1.0,2.0,307.0,1,202,4.99,True
1154,-82.55975,35.62128,D,Private room,2,1.0,2.0,79.0,1,5,5.0,False
1155,-82.55635,35.592,B,Entire home/apt,6,2.0,3.0,424.0,1,74,4.93,True
1156,-82.58158,35.61729,A,Entire home/apt,7,3.0,3.0,119.0,2,113,4.94,False
1157,-82.65933,35.50967,G,Entire home/apt,2,,1.0,94.0,1,285,4.83,True
1158,-82.65944,35.51023,G,Entire home/apt,11,4.0,5.0,366.0,2,14,4.71,False
1159,-82.50964,35.47927,F,Entire home/apt,8,4.0,4.0,286.0,3,31,4.9,False
1160,-82.58343,35.57722,A,Entire home/apt,3,1.0,2.0,88.0,2,209,4.98,True
1161,-82.61257,35.50869,A,Entire home/apt,2,1.0,1.0,110.0,2,54,4.91,True
1162,-82.62932,35.63538,A,Entire home/apt,6,3.0,3.0,185.0,1,0,,True
1163,-82.53463,35.57937,C,Entire home/apt,2,1.0,1.0,85.0,30,15,5.0,True
1164,-82.56708,35.60458,B,Hotel room,2,1.0,1.0,402.0,1,0,,True
1165,-82.56762,35.60466,B,Hotel room,2,1.0,1.0,487.0,1,1,5.0,True
1166,-82.5672,35.6037,B,Hotel room,2,1.0,1.0,302.0,1,1,5.0,True
1167,-82.56695,35.60494,B,Hotel room,2,1.0,1.0,428.0,1,1,5.0,True
1168,-82.5658,35.60363,B,Hotel room,2,1.0,1.0,402.0,1,0,,True
1169,-82.56728,35.60445,B,Hotel room,2,1.0,1.0,487.0,1,0,,True
1170,-82.56694,35.60528,B,Hotel room,2,1.0,1.0,308.0,1,3,5.0,True
1171,-82.56761,35.60312,B,Hotel room,2,1.0,1.0,440.0,1,0,,True
1172,-82.5816,35.61789,A,Entire home/apt,4,2.0,2.0,95.0,1,20,4.9,True
1173,-82.59082,35.57556,A,Entire home/apt,6,2.0,2.0,181.0,2,141,4.96,False
1174,-82.60558,35.58294,A,Entire home/apt,2,1.0,1.0,77.0,30,4,5.0,True
1175,-82.59956,35.57107,A,Entire home/apt,2,,1.0,78.0,2,186,4.96,True
1176,-82.46519,35.59652,E,Entire home/apt,2,,1.0,78.0,2,71,5.0,False
1177,-82.55419,35.63224,D,Entire home/apt,8,4.0,6.0,425.0,3,46,4.91,False
1178,-82.59463,35.63772,D,Entire home/apt,10,4.0,5.0,209.0,1,343,4.85,True
1181,-82.61836,35.58839,A,Entire home/apt,4,2.0,2.0,101.0,1,231,4.91,True
1184,-82.51152,35.55542,C,Entire home/apt,2,1.0,1.0,100.0,2,6,5.0,True
1185,-82.52061,35.62562,D,Entire home/apt,12,5.0,6.0,835.0,2,6,5.0,True
1186,-82.5225,35.62692,D,Entire home/apt,4,2.0,3.0,265.0,2,27,4.89,True
1187,-82.47793,35.45701,H,Entire home/apt,14,5.0,10.0,556.0,2,29,4.9,True
1188,-82.51252,35.54738,C,Entire home/apt,2,,1.0,110.0,3,75,4.93,False
1189,-82.55162,35.59508,B,Entire home/apt,5,2.0,3.0,324.0,2,18,4.78,False
1190,-82.55179,35.59628,B,Entire home/apt,5,2.0,3.0,324.0,2,13,4.77,False
1191,-82.61818,35.50946,A,Entire home/apt,8,4.0,5.0,187.0,2,126,4.74,True
1192,-82.58403,35.47941,F,Entire home/apt,4,2.0,2.0,121.0,2,35,4.69,True
1193,-82.58535,35.61748,A,Entire home/apt,2,1.0,1.0,55.0,2,133,4.89,False
1194,-82.55146,35.59509,B,Entire home/apt,10,4.0,6.0,652.0,2,28,4.93,False
1195,-82.60707,35.57577,A,Entire home/apt,4,1.0,1.0,150.0,2,24,5.0,True
1196,-82.59833,35.60329,A,Entire home/apt,6,3.0,4.0,140.0,1,84,4.77,True
1197,-82.67099,35.5452,G,Entire home/apt,6,3.0,4.0,120.0,2,109,4.81,True
1198,-82.59854,35.60432,A,Entire home/apt,4,1.0,1.0,108.0,1,72,4.78,True
1199,-82.59762,35.57619,A,Entire home/apt,4,1.0,2.0,112.0,2,88,4.99,False
1200,-82.62613,35.5744,A,Entire home/apt,4,2.0,3.0,99.0,2,110,4.9,False
1202,-82.59791,35.64999,D,Entire home/apt,2,,2.0,93.0,1,293,4.98,False
1203,-82.57179,35.65445,D,Entire home/apt,3,2.0,3.0,84.0,30,0,,False
1204,-82.54661,35.60292,B,Entire home/apt,4,1.0,2.0,124.0,1,83,4.69,True
1205,-82.54972,35.60402,B,Private room,2,1.0,1.0,363.0,1,0,,True
1206,-82.61647,35.56935,A,Private room,2,1.0,1.0,83.0,2,24,4.79,False
1207,-82.47124,35.5902,E,Entire home/apt,6,2.0,2.0,214.0,2,62,4.89,True
1208,-82.49132,35.55292,C,Entire home/apt,6,2.0,2.0,181.0,2,181,4.93,False
1209,-82.546,35.59191,B,Entire home/apt,2,1.0,1.0,193.0,1,121,4.74,False
1210,-82.52468,35.56821,C,Entire home/apt,2,1.0,2.0,134.0,2,240,4.94,True
1211,-82.54979,35.60338,B,Private room,2,1.0,1.0,371.0,1,0,,True
1212,-82.55126,35.60235,B,Private room,2,1.0,1.0,383.0,1,0,,True
1213,-82.54983,35.60267,B,Private room,2,1.0,1.0,431.0,1,1,1.0,True
1214,-82.54975,35.60178,B,Private room,2,1.0,1.0,440.0,1,0,,True
1215,-82.54894,35.60401,B,Private room,2,1.0,1.0,431.0,1,0,,True
1216,-82.55064,35.6021,B,Private room,2,1.0,1.0,440.0,1,0,,True
1217,-82.55071,35.60208,B,Private room,2,1.0,1.0,375.0,1,0,,True
1219,-82.55613,35.5921,B,Entire home/apt,6,2.0,3.0,324.0,1,79,4.87,True
1220,-82.5617,35.472,F,Entire home/apt,4,1.0,2.0,80.0,2,125,4.94,False
1221,-82.59918,35.62798,D,Entire home/apt,16,6.0,7.0,579.0,2,44,4.91,False
1222,-82.61546,35.60834,A,Entire home/apt,6,3.0,4.0,190.0,3,156,4.89,True
1223,-82.5715,35.58719,A,Entire home/apt,4,,1.0,141.0,1,142,4.84,False
1224,-82.57126,35.58716,A,Entire home/apt,4,,1.0,133.0,1,118,4.87,False
1225,-82.57165,35.58748,A,Entire home/apt,4,,1.0,133.0,1,84,4.83,False
1226,-82.57082,35.5872,A,Entire home/apt,4,,1.0,133.0,1,95,4.88,False
1227,-82.5699,35.58779,B,Entire home/apt,4,,1.0,133.0,1,64,4.73,False
1228,-82.57014,35.58774,B,Entire home/apt,4,,1.0,133.0,1,88,4.83,False
1229,-82.48412,35.55904,C,Entire home/apt,4,2.0,2.0,188.0,3,72,4.92,False
1230,-82.54585,35.60359,B,Entire home/apt,4,1.0,2.0,124.0,2,82,4.63,True
1231,-82.54606,35.60152,B,Entire home/apt,6,2.0,2.0,252.0,1,48,4.63,True
1232,-82.54798,35.60302,B,Entire home/apt,6,2.0,3.0,252.0,1,70,4.69,True
1233,-82.58118,35.62868,D,Entire home/apt,2,1.0,1.0,95.0,1,251,4.94,True
1234,-82.49607,35.58057,E,Entire home/apt,4,2.0,2.0,150.0,3,53,4.62,True
1235,-82.58127,35.62921,D,Entire home/apt,8,2.0,4.0,232.0,2,165,4.85,True
1236,-82.51976,35.64026,D,Private room,4,,1.0,63.0,2,65,4.77,True
1237,-82.51926,35.64039,D,Private room,4,1.0,1.0,89.0,2,6,4.83,True
1238,-82.61127,35.5263,A,Entire home/apt,4,2.0,2.0,142.0,2,152,4.89,True
1239,-82.57172,35.58553,A,Entire home/apt,4,,1.0,136.0,1,17,4.82,False
1240,-82.57491,35.58582,A,Private room,2,1.0,1.0,58.0,2,183,4.98,True
1241,-82.57084,35.58704,A,Entire home/apt,4,,1.0,133.0,1,32,4.78,False
1242,-82.57079,35.58591,A,Entire home/apt,4,,1.0,133.0,1,113,4.91,False
1243,-82.5222,35.45414,F,Entire home/apt,4,2.0,3.0,104.0,2,75,5.0,True
1244,-82.57002,35.58713,A,Entire home/apt,4,,1.0,133.0,1,133,4.77,False
1245,-82.57091,35.58735,A,Entire home/apt,4,,1.0,133.0,1,146,4.84,False
1246,-82.57113,35.58731,A,Entire home/apt,4,,1.0,133.0,1,89,4.89,False
1247,-82.57112,35.58703,A,Entire home/apt,4,,1.0,133.0,1,60,4.82,False
1248,-82.54729,35.60199,B,Entire home/apt,4,1.0,2.0,124.0,1,79,4.52,True
1249,-82.47447,35.48061,H,Entire home/apt,6,3.0,4.0,342.0,1,0,,True
1250,-82.57121,35.58571,A,Entire home/apt,4,,1.0,133.0,1,90,4.8,False
1251,-82.50356,35.49581,C,Entire home/apt,4,1.0,2.0,98.0,1,159,4.89,True
1252,-82.47067,35.48531,H,Entire home/apt,6,1.0,5.0,244.0,1,320,4.94,False
1253,-82.58195,35.62793,D,Entire home/apt,5,3.0,3.0,189.0,2,129,4.94,True
1254,-82.5535,35.58638,B,Entire home/apt,6,2.0,3.0,452.0,1,44,4.89,True
1255,-82.55308,35.59767,B,Entire home/apt,4,2.0,3.0,314.0,1,131,4.92,True
1256,-82.55725,35.57481,B,Private room,2,1.0,2.0,229.0,2,10,5.0,True
1257,-82.48705,35.56392,C,Entire home/apt,2,1.0,1.0,220.0,3,12,4.92,True
1258,-82.48011,35.62354,E,Entire home/apt,8,3.0,4.0,258.0,2,92,4.86,True
1259,-82.52939,35.42839,H,Entire home/apt,8,3.0,5.0,195.0,1,166,4.75,True
1260,-82.52137,35.61419,E,Entire home/apt,16,7.0,11.0,913.0,2,13,5.0,True
1261,-82.59944,35.58848,A,Private room,2,1.0,1.0,53.0,1,20,4.95,False
1262,-82.55029,35.60736,B,Entire home/apt,2,1.0,2.0,100.0,21,13,5.0,True
1263,-82.5537,35.58638,B,Entire home/apt,6,2.0,2.0,281.0,2,19,5.0,True
1264,-82.59942,35.60444,A,Entire home/apt,5,2.0,3.0,119.0,1,98,4.85,True
1265,-82.57945,35.58217,A,Entire home/apt,4,2.0,2.0,213.0,2,53,4.94,True
1266,-82.49739,35.5069,C,Entire home/apt,2,1.0,1.0,153.0,3,21,4.76,True
1267,-82.53803,35.59416,B,Entire home/apt,4,2.0,2.0,195.0,2,51,4.96,True
1268,-82.57846,35.58061,A,Entire home/apt,4,2.0,2.0,202.0,2,64,4.97,True
1269,-82.50656,35.47258,F,Entire home/apt,6,2.0,3.0,124.0,2,138,4.97,False
1270,-82.57357,35.5832,A,Entire home/apt,2,1.0,1.0,139.0,2,116,4.96,False
1271,-82.61078,35.50258,A,Entire home/apt,2,1.0,1.0,81.0,4,77,4.92,True
1272,-82.5692,35.59773,B,Entire home/apt,4,1.0,2.0,163.0,1,112,4.96,False
1273,-82.54663,35.60146,B,Entire home/apt,4,1.0,2.0,252.0,1,70,4.5,True
1274,-82.57902,35.58277,A,Entire home/apt,2,1.0,1.0,112.0,1,329,4.97,True
1275,-82.48604,35.61001,E,Entire home/apt,4,2.0,2.0,195.0,3,72,4.99,True
1276,-82.56656,35.60622,B,Entire home/apt,2,1.0,1.0,129.0,3,109,4.96,False
1277,-82.47427,35.46704,H,Entire home/apt,4,2.0,3.0,166.0,13,20,4.95,False
1278,-82.46978,35.63433,E,Entire home/apt,6,3.0,3.0,230.0,5,61,4.92,True
1279,-82.4855,35.59939,E,Entire home/apt,10,4.0,6.0,217.0,3,77,4.96,True
1280,-82.54376,35.56714,C,Hotel room,4,1.0,2.0,99.0,1,107,4.44,True
1281,-82.55003,35.58783,B,Private room,2,1.0,1.0,64.0,1,12,4.92,False
1282,-82.54783,35.57455,B,Entire home/apt,2,1.0,1.0,60.0,30,9,5.0,False
1283,-82.58501,35.63563,D,Entire home/apt,10,3.0,4.0,373.0,4,125,4.98,True
1284,-82.46536,35.59251,E,Entire home/apt,6,2.0,3.0,179.0,2,36,4.89,True
1285,-82.49811,35.48931,C,Entire home/apt,16,5.0,9.0,551.0,2,181,4.93,True
1286,-82.55587,35.59878,B,Entire home/apt,2,,2.0,119.0,2,181,4.91,True
1287,-82.53898,35.59421,B,Entire home/apt,4,2.0,2.0,222.0,2,72,4.85,True
1288,-82.47071,35.60519,E,Entire home/apt,8,4.0,5.0,446.0,2,23,4.91,True
1289,-82.537582,35.59351,E,Entire home/apt,4,2.0,2.0,215.0,2,58,4.93,True
1290,-82.49473,35.6173,E,Entire home/apt,2,1.0,1.0,60.0,30,0,,False
1292,-82.54442,35.57205,C,Entire home/apt,6,3.0,3.0,330.0,2,7,5.0,False
1293,-82.56338,35.60261,B,Entire home/apt,5,2.0,2.0,149.0,3,97,4.84,False
1294,-82.50274,35.44406,H,Entire home/apt,3,2.0,1.0,75.0,3,9,4.67,False
1295,-82.54368,35.57121,C,Entire home/apt,4,2.0,2.0,199.0,2,247,4.97,True
1296,-82.61804,35.50838,A,Entire home/apt,6,4.0,4.0,180.0,2,71,4.94,True
1297,-82.65477,35.62063,A,Entire home/apt,6,3.0,3.0,141.0,1,215,4.68,True
1298,-82.52596,35.42983,H,Entire home/apt,4,1.0,2.0,126.0,1,186,4.96,True
1299,-82.51331,35.47635,F,Entire home/apt,8,4.0,5.0,350.0,3,26,4.92,True
1300,-82.52287,35.62544,D,Entire home/apt,12,3.0,7.0,369.0,1,270,4.94,True
1301,-82.59297,35.636,D,Entire home/apt,5,3.0,3.0,128.0,2,160,4.96,True
1302,-82.54778,35.60195,B,Entire home/apt,6,2.0,3.0,252.0,1,52,4.67,True
1303,-82.5465,35.59567,B,Private room,2,,1.0,156.0,3,138,4.91,True
1304,-82.66385,35.50756,G,Entire home/apt,4,3.0,3.0,180.0,2,61,4.79,False
1305,-82.47225,35.43067,H,Entire home/apt,8,4.0,4.0,319.0,1,10,4.5,True
1306,-82.52751,35.65077,D,Entire home/apt,2,1.0,1.0,132.0,2,0,,False
1307,-82.57438,35.57715,A,Entire home/apt,2,1.0,2.0,161.0,2,127,4.95,True
1308,-82.45942,35.58871,E,Entire home/apt,6,2.0,2.0,69.0,2,151,4.88,False
1309,-82.55191,35.63146,D,Entire home/apt,9,4.0,7.0,425.0,3,14,5.0,True
